번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),문화체육업종명,공사립구분명,보험가입여부코드,지도자수,건축물동수,건축물연면적,회원모집총인원,세부업종명,법인명
82,등록체육시설업,10_31_03_P,6470000,3.02E+14,20220331,,1,영업/정상,1,영업,,,,,,0,,경상북도 칠곡군 가산면 학하리 1199번지 1호 마이다스구미골프아카데미 1동,"경상북도 칠곡군 가산면 학하2길 54-171, 1동 1층 (마이다스구미골프아카데미)",,마이다스 구미 골프 아카데미,2.02E+13,I,22:34.0,,332502.9184,287802.8895,골프장,,,0,4,3099.78,0,일반대중,(주)대교디앤에스
83,등록체육시설업,10_31_03_P,6450000,3.02E+14,20111230,,1,영업/정상,1,영업,,,,,,,,전라북도 김제시 흥사동 산 87번지 1호,전라북도 김제시 온천길 37 (흥사동),,김제스파힐스컨트리클럽,2.02E+13,U,40:00.0,,192718.8343,259515.8203,골프장,,,,4,6120,0,없음,
84,등록체육시설업,10_31_03_P,6450000,3.02E+14,20120626,,1,영업/정상,1,영업,,,,,,,,전라북도 남원시 대산면 옥율리 산 142-1번지,전라북도 남원시 대산면 대사로 498,,드라곤레이크CC,2.02E+13,U,40:00.0,,230909.816,215224.8121,골프장,,,,4,7546,,없음,
85,등록체육시설업,10_31_03_P,6450000,3.02E+14,20120626,,1,영업/정상,1,영업,,,,,,,,전라북도 남원시 대산면 대곡리 1059번지 1호 상록골프장,전라북도 남원시 대산면 월계길 11-0 (상록골프장),,남원상록골프장,2.02E+13,U,40:00.0,,226986.0467,213417.1247,골프장,,,0,0,4647.87,0,없음,
86,등록체육시설업,10_31_03_P,6450000,3.02E+14,20120626,,1,영업/정상,1,영업,,,,,,0,,전라북도 무주군 설천면 심곡리 산 43-22번지,전라북도 무주군 설천면 만선로 185,,(주)무주덕유산CC,2.02E+13,U,40:00.0,,267644.9931,266573.2037,골프장,,,,,2899.44,,정규대중,
87,등록체육시설업,10_31_03_P,6450000,3.02E+14,20121211,,1,영업/정상,1,영업,,,,,637207000,,,전라북도 익산시 웅포면 웅포리 172-9번지,전라북도 익산시 웅포면 강변로 130,,베어포트리조트(대중18홀),2.02E+13,U,40:00.0,,190749.9722,285917.1171,골프장,,,,3,317.62,,,
88,등록체육시설업,10_31_03_P,6450000,3.02E+14,20121211,,1,영업/정상,1,영업,,,,,637207000,,,전라북도 익산시 웅포면 웅포리 172-9번지,전라북도 익산시 웅포면 강변로 130,,웅포컨트리클럽,2.02E+13,U,40:00.0,,190749.9722,285917.1171,골프장,,,,5,12307.6,,,
89,등록체육시설업,10_31_03_P,6450000,3.02E+14,20121231,,1,영업/정상,1,영업,,,,,,0,,전라북도 무주군 안성면 공진리 산 53-1번지,전라북도 무주군 안성면 장무로 1357-21,,무주안성CC,2.02E+13,I,59:59.0,,,,골프장,,,,6,8436.12,,정규대중,
90,등록체육시설업,10_31_03_P,6450000,3.02E+14,20130329,,1,영업/정상,1,영업,,,,,,0,,전라북도 정읍시 태인면 증산리 31번지 1호 태인C.C퍼블릭,전라북도 정읍시 태인면 태인동서로 395-0 (태인C.C퍼블릭),,태인컨트리클럽,2.02E+13,U,40:00.0,,196074.498,241690.7415,골프장,,,0,0,10207.87,0,간이,
91,등록체육시설업,10_31_03_P,6450000,3.02E+14,20130329,,1,영업/정상,1,영업,,,,,,0,,전라북도 정읍시 태인면 증산리 산 3번지,,,태인컨트리클럽,2.02E+13,U,40:00.0,,196496.4809,242717.4933,골프장,,,0,0,4300.27,0,회원제,
92,등록체육시설업,10_31_03_P,6450000,3.02E+14,20130423,,1,영업/정상,1,영업,,,,,636431000,,,전라북도 임실군 신덕면 지장리 산 1번지,,,전주샹그릴라CC,2.02E+13,U,40:00.0,,218531.1432,245938.5562,골프장,,,,,11550,1406,,
93,등록체육시설업,10_31_03_P,6450000,3.02E+14,20130722,,1,영업/정상,1,영업,,,,,,,,전라북도 진안군 부귀면 봉암리 산 80-1번지,,,써미트CC,2.01E+13,I,59:59.0,,,,골프장,,,,,4982.19,,,
94,등록체육시설업,10_31_03_P,6450000,3.02E+14,20130722,,1,영업/정상,1,영업,,,,,,,,전라북도 장수군 계남면 궁양리 955번지,전라북도 장수군 계남면 장안산로 303,,장수골프리조트,2.02E+13,U,40:00.0,,253846.5143,242558.8823,골프장,,,,,5462.28,,없음,장수레저주식회사
95,등록체육시설업,10_31_03_P,6450000,3.02E+14,20151014,,1,영업/정상,1,영업,,,,,,,,전라북도 김제시 금구면 대화리 산 44번지 1호,전라북도 김제시 금구면 대화1길 8-75,,더나인골프클럽,2.02E+13,I,59:59.0,,203171,255140,골프장,,,,5,3220.3,0,,
96,등록체육시설업,10_31_03_P,6450000,3.02E+14,20151103,,1,영업/정상,1,영업,,,,,,0,,전라북도 익산시 덕기동 760번지 15호,전라북도 익산시 무왕로38길 111 (덕기동),,상떼힐익산간이골프장,2.02E+13,I,59:59.0,,202290.2006,273470.3713,골프장,,,,,0,,간이,
97,등록체육시설업,10_31_03_P,6450000,3.02E+14,20160425,,1,영업/정상,1,영업,,,,,,0,,418번지,전라북도 고창군 아산면 운곡로 418,,골프존카운티선운,2.02E+13,I,59:59.0,,168140.4501,222368.6475,골프장,,,,6,6928.3,,정규대중,(주)골프존카운티선운
98,등록체육시설업,10_31_03_P,6450000,3.02E+14,20160425,,1,영업/정상,1,영업,,,,,,0,,전라북도 고창군 아산면 용계리 481번지 0호 골프존카운티선운 1동,"전라북도 고창군 아산면 운곡로 418-0, 1동 (골프존카운티선운)",,골프존카운티선운,2.02E+13,I,59:59.0,,168140.4501,222368.6475,골프장,,,,6,6928.3,,정규대중,(주)골프존카운티선운
99,등록체육시설업,10_31_03_P,6450000,3.02E+14,20170331,,1,영업/정상,1,영업,,,,,,,,전라북도 진안군 부귀면 봉암리 산 80번지 1호,전라북도 진안군 부귀면 부귀로 72-161,,써미트컨트리큽럽,2.02E+13,I,59:59.0,,229346,260138,골프장,,,,10,6016.61,0,,
100,등록체육시설업,10_31_03_P,6450000,3.02E+14,20171101,,1,영업/정상,1,영업,,,,,,0,,전라북도 고창군 심원면 고전리 1916번지 0호 고창컨트리클럽 1동,"전라북도 고창군 심원면 애향갯벌로 70-0, 1동 (고창컨트리클럽)",,고창CC,2.02E+13,I,59:59.0,,155242.5175,224660.8822,골프장,,,,21,8128,0,정규대중,동호레져(주)
101,등록체육시설업,10_31_03_P,6450000,3.02E+14,20180531,,1,영업/정상,1,영업,,,,,,0,,전라북도 익산시 덕기동 760번지 15호,전라북도 익산시 무왕로38길 111 (덕기동),,익산컨트리클럽,2.02E+13,U,40:00.0,,202290.2006,273470.3713,골프장,,,,5,5807.01,,,익산관광개발(주)
102,등록체육시설업,10_31_03_P,6450000,3.02E+14,20180724,,1,영업/정상,1,영업,,,,,,0,,전라북도 김제시 황산면 봉월리 10번지 14호,전라북도 김제시 황산면 서옥길 71 (김제아네스빌C.C),,김제아네스빌C.C,2.02E+13,I,59:59.0,,196457.2061,254082.135,골프장,,,,4,1586.47,,,
103,등록체육시설업,10_31_03_P,6450000,3.02E+14,20120626,,1,영업/정상,1,영업,,,,,,0,,전라북도 무주군 설천면 심곡리 산 62-5번지,전라북도 무주군 설천면 만선로 185,,무주덕유산리조트스키장,2.02E+13,U,40:00.0,,267644.9931,266573.2037,스키장,,,,18,11525.71,,,
104,등록체육시설업,10_31_03_P,6290000,3.02E+14,20071119,,1,영업/정상,1,영업,,,,,,0,,광주광역시 남구 노대동 558번지 3호 빛고을실버타운내,광주광역시 남구 효우로 153 (노대동),,빛고을실버타운 cc,2.01E+13,I,59:59.0,,190742.9495,177668.959,골프장,,,,4,5176.91,0,일반대중,광주광역시도시공사
105,등록체육시설업,10_31_03_P,6290000,3.02E+14,20100324,,1,영업/정상,1,영업,,,,,,,,광주광역시 남구 노대동 558번지 2호,광주광역시 남구 효우로 153 (노대동),,빛고을컨트리클럽,2.01E+13,I,59:59.0,,190801.7437,178230.5959,골프장,,,,3,2501,0,없음,
106,등록체육시설업,10_31_03_P,6290000,3.02E+14,20110609,,1,영업/정상,1,영업,,,,,,,,광주광역시 광산구 연산동 산 118번지,광주광역시 광산구 오목내길 26 (연산동),,광산 친환경대중골프장,2.01E+13,I,59:59.0,,176460.8741,178978.3309,골프장,,,,3,1534.92,0,없음,
107,등록체육시설업,10_31_03_P,6290000,3.02E+14,20121126,,1,영업/정상,1,영업,,,,,,,,광주광역시 광산구 운수동 산 157번지 15호,광주광역시 광산구 무진대로 31 (운수동),,어등산CC,2.02E+13,U,40:00.0,,179463.0021,186499.7092,골프장,,,,5,6790.41,1668,없음,
108,등록체육시설업,10_31_03_P,6290000,3.02E+14,20050818,,1,영업/정상,1,영업,,,,,,,,,,,,,,,,,,,,,,,,,,
109,등록체육시설업,10_31_03_P,6410000,3.02E+14,20060907,,1,영업/정상,1,영업,,,,,,0,,경기도 남양주시 화도읍 금남리 300번지,,,양주CC,2.01E+13,I,59:59.0,,231129.8307,460166.9146,골프장,,,0,10,0,0,회원제,근영농산(주)
110,등록체육시설업,10_31_03_P,6440000,3.02E+14,20200212,,1,영업/정상,1,영업,,,,,417410100,,,충청남도 논산시 연무읍 황화정리 100번지 0호,충청남도 논산시 연무읍 연무로 810-0,,아리스타컨트리클럽,2.02E+13,U,40:00.0,,210549.0398,287249.7221,골프장,,,,6,5283.9,,,
111,등록체육시설업,10_31_03_P,6500000,3.02E+14,20200322,,1,영업/정상,1,영업,,,,,,0,,제주특별자치도 제주시 오라이동 289번지 3호 오라칸트리클럽,"제주특별자치도 제주시 오라남로 130-16 (오라이동,오라칸트리클럽)",,골프존카운티 오라 (대중제),2.02E+13,U,40:00.0,,154744.3054,-5354.93757,골프장,,,,,2047.5,,정규대중,글래드호텔앤리조트(주)
112,등록체육시설업,10_31_03_P,6460000,3.02E+14,20110527,,1,영업/정상,1,영업,,,,,,0,,전라남도 나주시 남평읍 우산리 산 178번지,전라남도 나주시 남평읍 나주호로 442-129,,골드레이크컨트리클럽(대중),2.02E+13,U,40:00.0,,187896.9968,162639.6187,골프장,,,0,0,7239.1,0,일반대중,
113,등록체육시설업,10_31_03_P,6460000,3.02E+14,20110610,,1,영업/정상,1,영업,,,,,,,,전라남도 나주시 세지면 성산리 산 61번지,전라남도 나주시 공산면 상방신포길 160-27,,나주힐스CC,2.02E+13,I,59:59.0,,166985.6491,160421.0772,골프장,,,,2,1018.43,0,없음,
114,등록체육시설업,10_31_03_P,6460000,3.02E+14,20100823,,1,영업/정상,1,영업,,,,,,,,전라남도 해남군 화원면 주광리 산 27번지 1호,전라남도 해남군 화원면 시아로 224,,파인비치골프링크스,2.02E+13,U,40:00.0,,132399.1469,133185.1859,골프장,,,,8,14835.86,1150,정규대중,
115,등록체육시설업,10_31_03_P,6460000,3.02E+14,20110512,,1,영업/정상,1,영업,,,,,,0,,전라남도 곡성군 옥과면 합강리 410번지,전라남도 곡성군 옥과면 합강길 410,,광주컨트리클럽,2.02E+13,U,40:00.0,,215614.1814,201268.9317,골프장,,,,11,8226.15,,회원제,광주관광개발(주)
116,등록체육시설업,10_31_03_P,6460000,3.02E+14,20110520,,1,영업/정상,1,영업,,,,,,,,전라남도 광양시 마동 274번지,전라남도 광양시 가야로 223 (마동),,광양컨트리클럽,2.02E+13,I,59:59.0,,264872.453,162514.9583,골프장,,,,6,4857.25,0,없음,
117,등록체육시설업,10_31_03_P,6460000,3.02E+14,20110527,,1,영업/정상,1,영업,,,,,,0,,전라남도 나주시 남평읍 우산리 산 178번지,전라남도 나주시 남평읍 나주호로 442-129,,골드레이크컨트리클럽(회원제),2.02E+13,U,40:00.0,,187896.9968,162639.6187,골프장,,,0,0,8723.36,1090,회원제,
118,등록체육시설업,10_31_03_P,6460000,3.02E+14,20110909,,1,영업/정상,1,영업,,,,,,0,,전라남도 여수시 경호동 00번지,전라남도 여수시 대경도길 8-8 (경호동),,여수아일랜드 골프&리조트 골프장,2.01E+13,I,59:59.0,,266025.199,135751.0578,골프장,,,,,0,,회원제,전남개발공사
119,등록체육시설업,10_31_03_P,6460000,3.02E+14,20120326,,1,영업/정상,1,영업,,,,,,,,전라남도 장흥군 장평면 기동리 산 69번지 1호,전라남도 장흥군 장평면 제산기동로 326,,정남진골프리조트,2.02E+13,U,40:00.0,,197354.7052,145207.5922,골프장,,,,12,9666.53,950,정규대중,
120,등록체육시설업,10_31_03_P,6460000,3.02E+14,20120730,,1,영업/정상,1,영업,,,,,,,,전라남도 여수시 경호동 97번지 6호,전라남도 여수시 대경도길 8-8 (경호동),,여수경도골프앤리조트,2.02E+13,I,59:59.0,,266025.199,135751.0578,골프장,,,,2,484.54,0,없음,
121,등록체육시설업,10_31_03_P,6460000,3.02E+14,20121004,,1,영업/정상,1,영업,,,,,,0,,전라남도 순천시 주암면 문길리 산 20번지 2호,전라남도 순천시 주암면 송광사길 99,,파인힐스컨트리클럽,2.02E+13,U,40:00.0,,224622.9766,170987.9454,골프장,,,,,8113.39,,정규대중,
122,등록체육시설업,10_31_03_P,6460000,3.02E+14,20121004,,1,영업/정상,1,영업,,,,,,0,,전라남도 순천시 주암면 문길리 산 20번지 2호,전라남도 순천시 주암면 송광사길 99,,파인힐스컨트리클럽,2.01E+13,I,59:59.0,,224622.9766,170987.9454,골프장,,,,,8113.39,,정규대중,
123,등록체육시설업,10_31_03_P,6460000,3.02E+14,20130103,,1,영업/정상,1,영업,,,,,,0,,전라남도 해남군 화원면 주광리 산 40번지 1호,전라남도 해남군 화원면 시아로 224,,오시아노골프클럽,2.02E+13,I,59:59.0,,132205.7702,133482.6873,골프장,,,,5,2937.89,,일반대중,한국관광공사
124,등록체육시설업,10_31_03_P,6430000,3.02E+14,20120827,,1,영업/정상,1,영업,,,,,,,,충청북도 음성군 음성읍 동음리 200번지 1호,충청북도 음성군 음성읍 동음로 318,,코스카cc,2.02E+13,U,40:00.0,,255266.7921,381325.0998,골프장,,,,2,2019.93,1350,없음,
125,등록체육시설업,10_31_03_P,6430000,3.02E+14,20120827,,1,영업/정상,1,영업,,,,,,,,충청북도 음성군 음성읍 동음리 200번지 1호,충청북도 음성군 음성읍 동음로 318,,코스카cc,2.02E+13,U,40:00.0,,255266.7921,381325.0998,골프장,,,,8,9623.57,1350,없음,
126,등록체육시설업,10_31_03_P,6430000,3.02E+14,20120827,,1,영업/정상,1,영업,,,,,,,,충청북도 제천시 고암동 188번지,충청북도 제천시 의림대로 580 (고암동),,제천친환경대중골프장,2.01E+13,I,59:59.0,,307407.8844,409138.6906,골프장,,,,3,1457.8,,없음,
127,등록체육시설업,10_31_03_P,6430000,3.02E+14,20120827,,1,영업/정상,1,영업,,,,,435449500,,,충청북도 보은군 탄부면 상장리 산 30번지,충청북도 보은군 탄부면 평각상장로 230,,아리솔cc,2.02E+13,U,40:00.0,,270124.5087,327951.8966,골프장,,,,7,9541.75,,,
128,등록체육시설업,10_31_03_P,6430000,3.02E+14,20120828,,1,영업/정상,1,영업,,,,,,0,,충청북도 충주시 노은면 문성리 산 24번지 1호,충청북도 충주시 노은면 감노로 1327,,동촌GC,2.02E+13,U,40:00.0,,265896.4326,394677.869,골프장,,,,5,18725,954,정규대중,(주)문성레저
129,등록체육시설업,10_31_03_P,6430000,3.02E+14,20121008,,1,영업/정상,1,영업,,,,,,,,충청북도 충주시 노은면 문성리 산 24번지 1호,충청북도 충주시 노은면 감노로 1327,,동촌골프장,2.02E+13,I,59:59.0,,265896.4326,394677.869,골프장,,,,7,9743.33,954,없음,
130,등록체육시설업,10_31_03_P,6430000,3.02E+14,20140623,,1,영업/정상,1,영업,,,,,,0,,충청북도 보은군 보은읍 중초리 산 1번지 2호,,,레이크힐속리산골프장,2.01E+13,I,59:59.0,,261773.7128,333877.6094,골프장,,,,6,7625.08,1000,회원제,
131,등록체육시설업,10_31_03_P,6430000,3.02E+14,20140924,,1,영업/정상,1,영업,,,,,,,,충청북도 충주시 신니면 문락리 산 29번지 18호,충청북도 충주시 신니면 동락길 207,,세일골프장,2.02E+13,I,59:59.0,,259851.0391,391039.4831,골프장,,,,,7999,,,
132,등록체육시설업,10_31_03_P,6430000,3.02E+14,20160219,,1,영업/정상,1,영업,,,,,,0,,충청북도 충주시 앙성면 중전리 산 11번지 1호,충청북도 충주시 앙성면 중방곡길 57-44,,시그너스CC(대중제),2.02E+13,U,40:00.0,,265587.7256,408552.747,골프장,,,,,3774.73,,일반대중,
133,등록체육시설업,10_31_03_P,6430000,3.02E+14,20171117,,1,영업/정상,1,영업,,,,,435430537,,,충청북도 보은군 보은읍 중초리 7번지 1호 레이크힐스보은CC,"충청북도 보은군 보은읍 장속중초로 386-0, 00동 0호 (레이크힐스보은CC)",,보은골프장,2.02E+13,U,40:00.0,,261504.8755,336443.7658,골프장,,,,4,5067.94,0,,
134,등록체육시설업,10_31_03_P,6430000,3.02E+14,20171228,,1,영업/정상,1,영업,,,,,,0,,충청북도 충주시 신니면 문락리 29번지 18호,충청북도 충주시 신니면 동락길 207-0,,세일골프장,2.02E+13,I,59:59.0,,259851.0391,391039.4831,골프장,,,,4,7974.37,,일반대중,세일개발주식회사
135,등록체육시설업,10_31_03_P,6430000,3.02E+14,20050201,,1,영업/정상,1,영업,,,,,,0,380943,충청북도 충주시 상모면 온천리 산 54번지 1호 온천리,충청북도 충주시 수안보면 주정산로 197,,수안보이글벨리스키리조트,2.02E+13,I,59:59.0,,286814.0204,372470.5638,스키장,,,,,4139.15,,,하인국
136,등록체육시설업,10_31_03_P,6460000,3.02E+14,20070208,,1,영업/정상,1,영업,,,,,,0,,전라남도 화순군 도곡면 쌍옥리 산 178번지,전라남도 화순군 도곡면 천태로 1000-151,,화순 컨트리클럽,2.02E+13,I,59:59.0,,,,골프장,,,,11,10213.06,1679,회원제,(주)클럽900
137,등록체육시설업,10_31_03_P,6460000,3.02E+14,20070327,,1,영업/정상,1,영업,,,,,,,,전라남도 순천시 별량면 죽산리 산 15번지,전라남도 순천시 별량면 동화사길 85,,순천컨트리클럽,2.02E+13,I,59:59.0,,236615.4716,152284.1805,골프장,,,,5,6033.9,0,없음,
138,등록체육시설업,10_31_03_P,6460000,3.02E+14,20070531,,1,영업/정상,1,영업,,,,,,,,전라남도 화순군 도곡면 대곡리 산 55번지 3호,전라남도 화순군 도곡면 고인돌2로 450,,조아밸리골프장,2.02E+13,U,40:00.0,,194370.0366,165317.1685,골프장,,,,4,2492,0,없음,
139,등록체육시설업,10_31_03_P,6460000,3.02E+14,20071228,,1,영업/정상,1,영업,,,,,,0,,전라남도 영암군 금정면 세류리 533번지 1호,전라남도 영암군 금정면 안적동길 403,,아크로컨트리클럽,2.02E+13,U,40:00.0,,180421.6543,153048.7103,골프장,,,,5,6794.49,,정규대중,영암관광개발(주)
140,등록체육시설업,10_31_03_P,6460000,3.02E+14,20071228,,1,영업/정상,1,영업,,,,,,0,,전라남도 담양군 금성면 외추리 산 79번지,전라남도 담양군 금성면 깊은실길 169,,담양레이나컨트리클럽,2.02E+13,I,59:59.0,,202093.9317,200421.5889,골프장,,,,5,4946.93,,회원제,에이취에이취(주)
141,등록체육시설업,10_31_03_P,6460000,3.02E+14,20071228,,1,영업/정상,1,영업,,,,,,,,전라남도 담양군 금성면 외추리 산 79번지,전라남도 담양군 금성면 깊은실길 169,,담양다이너스티컨트리클럽,2.01E+13,I,59:59.0,,202093.9317,200421.5889,골프장,,,,5,9875.14,,없음,
142,등록체육시설업,10_31_03_P,6460000,3.02E+14,20080313,,1,영업/정상,1,영업,,,,,,,,전라남도 순천시 주암면 행정리 1번지,전라남도 순천시 주암면 행정1길 77,,레이크힐스순천컨트리클럽,2.01E+13,I,59:59.0,,228625.4435,172559.3468,골프장,,,,8,8087.75,700,없음,
143,등록체육시설업,10_31_03_P,6460000,3.02E+14,20080313,,1,영업/정상,1,영업,,,,,,,,전라남도 순천시 주암면 행정리 1번지,전라남도 순천시 주암면 행정1길 77,,골프존카운티 순천,2.02E+13,U,40:00.0,,228625.4435,172559.3468,골프장,,,,3,8233.48,0,없음,
144,등록체육시설업,10_31_03_P,6460000,3.02E+14,20080402,,1,영업/정상,1,영업,,,,,,0,,전라남도 무안군 청계면 도대리 818번지,전라남도 무안군 청계면 서호로 162,,무안컨트리클럽,2.02E+13,U,40:00.0,,145058.7811,162394.1802,골프장,,,,,14679,,정규대중,
145,등록체육시설업,10_31_03_P,6460000,3.02E+14,20080408,,1,영업/정상,1,영업,,,,,,0,,전라남도 순천시 별량면 덕정리 90번지 1호 승주골프장,전라남도 순천시 별량면 오실길 333-0 (승주골프장),,승주 컨트리클럽,2.02E+13,U,40:00.0,,241560.4169,156474.2125,골프장,,,,13,8668,693,회원제,
146,등록체육시설업,10_31_03_P,6460000,3.02E+14,20080513,,1,영업/정상,1,영업,,,,,618041000,,,전라남도 보성군 조성면 대곡리 산 49번지,전라남도 보성군 조성면 조성3길 338,,보성CC,2.01E+13,I,59:59.0,,219941.7233,146849.7965,골프장,,,,4,10763.56,0,,
147,등록체육시설업,10_31_03_P,6460000,3.02E+14,20080904,,1,영업/정상,1,영업,,,,,,,,전라남도 영광군 백수읍 구수리 산 40번지 18호,전라남도 영광군 백수읍 해안로 1362-70,,대호관광개발(주),2.02E+13,U,40:00.0,,146490.341,206465.0543,골프장,,,,6,6950,0,일반대중,
148,등록체육시설업,10_31_03_P,6460000,3.02E+14,20090401,,1,영업/정상,1,영업,,,,,,0,,전라남도 나주시 다도면 송학리 1219번지,전라남도 나주시 다도면 다도로 171-60,,해피니스CC,2.02E+13,U,40:00.0,,184660.9054,166361.3067,골프장,,,,0,6591,,회원제,
149,등록체육시설업,10_31_03_P,6460000,3.02E+14,20090608,,1,영업/정상,1,영업,,,,,,,,전라남도 화순군 화순읍 서태리 722번지,전라남도 화순군 화순읍 오성로 292-90,,무등산컨트리클럽,2.02E+13,I,59:59.0,,194973.8381,171488.7264,골프장,,,,9,7407.99,950,없음,
150,등록체육시설업,10_31_03_P,6460000,3.02E+14,20090909,,1,영업/정상,1,영업,,,,,,0,,전라남도 장성군 북이면 사거리 752번지 1호,전라남도 장성군 북이면 봉암로 1574,,백양우리컨트리클럽,2.02E+13,I,59:59.0,,182529.0595,213750.2785,골프장,,,,4,2199.21,,간이,
151,등록체육시설업,10_31_03_P,6460000,3.02E+14,20090922,,1,영업/정상,1,영업,,,,,,,,전라남도 나주시 다도면 송학리 1219번지,전라남도 나주시 다도면 다도로 171-60,,해피니스컨트리클럽(회원제),2.02E+13,U,40:00.0,,184660.9054,166361.3067,골프장,,,0,9,5323.64,800,회원제,
152,등록체육시설업,10_31_03_P,6460000,3.02E+14,20090922,,1,영업/정상,1,영업,,,,,,,,전라남도 나주시 다도면 송학리 1219번지,전라남도 나주시 다도면 다도로 171-60,,해피니스컨트리클럽(대중),2.02E+13,U,40:00.0,,184660.9054,166361.3067,골프장,,,0,9,7203,800,정규대중,
153,등록체육시설업,10_31_03_P,6460000,3.02E+14,20091224,,1,영업/정상,1,영업,,,,,,,,전라남도 장성군 동화면 남산리 874번지 0호,전라남도 장성군 동화면 임정로 155-0,,푸른솔GC,2.02E+13,I,59:59.0,,174244.9311,194933.8838,골프장,,,,6,7683.75,,없음,
154,등록체육시설업,10_31_03_P,6460000,3.02E+14,20100209,,1,영업/정상,1,영업,,,,,,0,,전라남도 해남군 화원면 주광리 산 40번지 1호,전라남도 해남군 화원면 시아로 224,,오시아노골프장,2.01E+13,I,59:59.0,,132205.7702,133482.6873,골프장,,,,2,7030,,일반대중,한국관광공사
155,등록체육시설업,10_31_03_P,6460000,3.02E+14,20100708,,1,영업/정상,1,영업,,,,,,,,전라남도 곡성군 옥과면 소룡리 427번지 2호,전라남도 곡성군 옥과면 소룡길 427-2,,옥과골프장,2.01E+13,I,59:59.0,,214787.4052,198908.3979,골프장,,,,4,1671.37,,없음,
156,등록체육시설업,10_31_03_P,6430000,3.02E+14,20050201,,1,영업/정상,1,영업,,,,,,0,363880,충청북도 청주시 청원구 오창읍 화산리(花山) 40번지 1호,충청북도 청주시 청원구 오창읍 꽃화산길 14-0,,그랜드CC(회원제),2.02E+13,I,59:59.0,,234822.2694,357580.4703,골프장,,,,21,6624.78,,회원제,(주)청주개발
157,등록체육시설업,10_31_03_P,6430000,3.02E+14,20070111,,1,영업/정상,1,영업,,,,,,0,,충청북도 진천군 백곡면 성대리 산 103번지,충청북도 진천군 백곡면 배티로 818-105,,아난티 중앙골프클럽(회원제),2.02E+13,U,40:00.0,,230132.3172,381849.6619,골프장,,,0,0,9781.09,0,회원제,중앙관광개발(주)
158,등록체육시설업,10_31_03_P,6430000,3.02E+14,20070418,,1,영업/정상,1,영업,,,,,,0,,충청북도 청원군 옥산면 환희리 산 102번지,충청북도 청원군 옥산면 동림2길 149,,떼제베CC(대중제),2.02E+13,U,40:00.0,,,,골프장,,,,,0,,회원제,
159,등록체육시설업,10_31_03_P,6430000,3.02E+14,20070418,,1,영업/정상,1,영업,,,,,,0,,충청북도 청원군 옥산면 동림리 산 60번지,충청북도 청원군 옥산면 동림2길 149,,떼제베운영CC(대중제),2.02E+13,U,40:00.0,,,,골프장,,,,,0,,일반대중,
160,등록체육시설업,10_31_03_P,6430000,3.02E+14,20070501,,1,영업/정상,1,영업,,,,,,0,,충청북도 충주시 앙성면 중전리 산 11번지,충청북도 충주시 앙성면 중방곡길 57-44,,시그너스CC(대중제),2.02E+13,U,40:00.0,,265587.7256,408552.747,골프장,,,,,7453.42,,회원제,
161,등록체육시설업,10_31_03_P,6430000,3.02E+14,20070501,,1,영업/정상,1,영업,,,,,,0,,충청북도 진천군 이월면 신계리 산 78번지,충청북도 진천군 이월면 진안로 347-123,,천룡CC(회원제),2.01E+13,I,59:59.0,,234454.5315,383266.764,골프장,,,,,8137.01,,회원제,
162,등록체육시설업,10_31_03_P,6430000,3.02E+14,20070501,,1,영업/정상,1,영업,,,,,,0,,충청북도 진천군 이월면 신계리 산 57번지,충청북도 진천군 이월면 진안로 425,,천룡CC(대중제),2.02E+13,U,40:00.0,,235179.9091,383961.9863,골프장,,,,,1394.58,,회원제,
163,등록체육시설업,10_31_03_P,6430000,3.02E+14,20070501,,1,영업/정상,1,영업,,,,,,0,,충청북도 청원군 남이면 산막리 산 102번지,충청북도 청원군 남이면 문곡구절골길 235,,세레니티CC(회원제),2.02E+13,U,40:00.0,,,,골프장,,,0,0,5632.22,0,회원제,다옴홀딩스(주)
